411,296,411,296,411,296
411,296,411,296,438,314
411,296,438,314,441,318
438,314,441,318,342,235
441,318,342,235,418,287
342,235,418,287,375,251
418,287,375,251,427,284
375,251,427,284,401,272
427,284,401,272,389,245
401,272,389,245,491,204
389,245,491,204,389,179
491,204,389,179,318,209
389,179,318,209,272,143
318,209,272,143,346,209
272,143,346,209,250,143
346,209,250,143,226,130
250,143,226,130,208,131
226,130,208,131,167,110
208,131,167,110,162,102
167,110,162,102,145,109
