33,4,0
4,0,19
0,19,25
19,25,4
25,4,31
4,31,1
31,1,17
1,17,8
17,8,4
8,4,0
4,0,43
0,43,19
43,19,39
19,39,4
39,4,42
4,42,22
42,22,31
22,31,6
31,6,46
6,46,4
